Name,Pos,Nationality,GP,Possible_GP,Qualify_Pct,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,PTS_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,PIM_GP,PlusMinus_GP,Height_in,Weight_lbs,BMI,Fights,CF_pct_5v5,xGF_pct_5v5,ixG_60_5v5
J.J. Moser,D,CHE,295.0,328,0.8994,20.633446327683615,17.29242937853107,0.9085875706214688,2.432429378531073,0.207,0.779,0.986,3.243,4.041,2.701,0.158,0.546,0.149,74.0,183.0,23.49,5,52.69,51.49,0.193
J.T. Compher,LW,USA,317.0,328,0.9665,18.04737118822292,14.297476340694008,1.8347003154574129,1.9151945320715038,0.608,1.07,1.678,4.772,2.716,1.458,0.357,0.372,-0.054,72.0,191.0,25.9,2,44.7,45.03,0.567
J.T. Miller,C,USA,302.0,328,0.9207,19.616004415011037,14.71346578366446,3.478256070640177,1.424282560706402,1.094,2.026,3.119,7.07,1.985,7.171,1.124,0.682,-0.036,72.0,211.0,28.61,10,50.35,50.65,0.714
JJ Peterka,RW,DEU,318.0,328,0.9695,16.025157232704398,13.971016771488468,2.0379979035639413,0.016142557651991594,1.083,1.236,2.319,8.042,0.742,1.071,0.412,0.365,0.0,72.0,189.0,25.63,0,51.72,49.51,0.71
Jaccob Slavin,D,USA,276.0,328,0.8415,21.441183574879226,18.489432367149757,0.180012077294686,2.7717391304347827,0.203,0.801,1.004,4.613,4.187,1.196,0.0,0.101,0.228,75.0,207.0,25.87,0,59.1,56.67,0.203
Jack Drury,C,USA,266.0,328,0.811,12.892230576441102,11.067418546365914,0.6776942355889723,1.1471177944862154,0.49,0.91,1.4,6.421,2.747,2.327,0.175,0.376,0.086,71.0,186.0,25.94,4,58.81,55.83,0.646
Jack Eichel,C,USA,281.0,328,0.8567,20.2635231316726,15.734163701067613,3.2249110320284693,1.3044483985765123,1.191,2.16,3.351,10.474,2.234,1.496,1.033,0.21,0.302,74.0,208.0,26.7,1,51.86,55.34,0.821
Jack Hughes,C,USA,263.0,328,0.8018,20.710076045627375,17.137262357414446,3.2647655259822557,0.3080481622306717,1.366,2.159,3.525,11.765,1.267,0.364,1.234,0.175,0.038,71.0,175.0,24.4,0,55.62,54.28,0.912
Jack McBain,C,CAN,306.0,328,0.9329,13.518191721132897,11.605337690631808,0.2351851851851852,1.677668845315904,0.609,0.899,1.508,4.888,2.698,15.52,0.044,0.902,0.062,76.0,219.0,26.65,22,51.27,52.48,0.796
Jack Quinn,RW,CAN,258.0,328,0.7866,14.878811369509044,12.518733850129198,2.0122739018087854,0.3478036175710595,0.907,1.375,2.282,7.753,1.235,2.579,0.516,0.229,-0.085,73.0,185.0,24.41,1,48.8,46.88,0.7
Jack Roslovic,C,USA,286.0,328,0.872,15.332517482517483,13.277505827505827,1.4420745920745919,0.6129370629370628,0.862,1.19,2.052,7.115,1.738,1.779,0.287,0.182,-0.15,73.0,198.0,26.12,0,53.99,50.47,0.788
Jackson LaCombe,D,USA,230.0,328,0.7012,22.034710144927537,17.948768115942027,2.0182608695652173,2.0676811594202897,0.308,1.089,1.397,4.096,4.676,2.297,0.331,0.309,-0.117,74.0,208.0,26.7,1,49.68,49.78,0.25
Jacob Middleton,D,,301.0,328,0.9177,19.46533776301218,17.336212624584718,0.054097452934662206,2.0750276854928016,0.205,0.584,0.789,3.308,6.042,4.598,0.0,0.88,0.043,,,,0,,,
Jacob Trouba,D,USA,309.0,328,0.9421,21.431337648327936,18.24573894282632,0.5820388349514563,2.6035598705501615,0.199,0.716,0.915,5.481,6.668,6.487,0.063,0.754,-0.019,75.0,212.0,26.5,13,48.18,47.9,0.195
Jaden Schwartz,C,CAN,264.0,328,0.8049,17.04962121212121,14.6135101010101,2.2109848484848484,0.2251262626262626,0.946,0.986,1.933,7.465,1.813,2.346,0.413,0.295,-0.125,70.0,185.0,26.54,0,49.5,46.77,0.723
Jake DeBrusk,LW,CAN,307.0,328,0.936,16.749402823018457,13.300217155266013,2.5359934853420194,0.9131921824104235,1.132,0.968,2.1,8.915,1.785,4.131,0.782,0.208,-0.052,73.0,198.0,26.12,0,47.17,49.12,0.795
Jake Evans,C,CAN,286.0,328,0.872,15.421328671328672,12.41223776223776,0.07459207459207456,2.9344988344988345,0.463,0.993,1.456,3.972,2.938,4.435,0.014,0.315,-0.045,72.0,190.0,25.77,2,45.98,46.31,0.534
Jake Guentzel,C,USA,306.0,328,0.9329,20.070479302832243,15.828322440087145,3.7434095860566448,0.4987472766884532,1.417,1.69,3.107,8.978,1.632,1.934,1.006,0.5,0.19,71.0,176.0,24.54,1,53.57,54.39,0.977
Jake McCabe,D,USA,295.0,328,0.8994,20.996949152542378,18.392429378531073,0.23892655367231633,2.365593220338983,0.174,0.804,0.978,3.1,5.86,5.851,0.019,0.732,0.22,73.0,210.0,27.7,8,47.94,49.75,0.132
Jake Neighbours,LW,CAN,271.0,328,0.8262,15.102460024600248,13.023616236162361,1.9063960639606397,0.1724477244772447,1.026,0.88,1.906,5.952,2.316,7.711,0.513,0.531,-0.155,72.0,201.0,27.26,8,46.1,46.43,0.728
Jake Sanderson,D,USA,303.0,328,0.9238,23.548349834983494,17.576292629262927,3.042739273927393,2.9293179317931792,0.328,1.194,1.522,5.315,4.852,1.337,0.698,0.182,0.013,74.0,202.0,25.93,1,53.04,54.34,0.199
Jake Walman,D,CAN,244.0,328,0.7439,20.31113387978142,17.05129781420765,1.2049180327868851,2.054918032786885,0.436,0.763,1.199,6.15,6.138,1.949,0.194,0.578,-0.02,73.0,218.0,28.76,1,48.15,45.37,0.233
Jakob Chychrun,D,CAN,284.0,328,0.8659,22.344718309859154,19.32241784037559,2.6720657276995303,0.35023474178403746,0.652,1.059,1.711,7.072,4.141,2.307,0.539,0.718,0.049,74.0,215.0,27.6,2,51.3,49.71,0.287
Jalen Chatfield,D,USA,301.0,328,0.9177,17.041029900332227,15.601439645625694,0.024307862679955678,1.415282392026578,0.269,0.561,0.831,4.644,2.995,2.761,0.0,0.435,0.249,73.0,209.0,27.57,3,59.18,54.48,0.209
James van Riemsdyk,LW,USA,275.0,328,0.8384,13.151515151515152,11.32230303030303,1.829212121212121,0.0,0.896,1.327,2.223,7.382,1.427,1.626,0.481,0.309,-0.062,75.0,210.0,26.25,1,48.31,50.31,0.858
Jamie Benn,LW,CAN,304.0,328,0.9268,14.96622807017544,11.96951754385965,2.3141447368421053,0.6825657894736842,1.121,1.82,2.941,7.411,2.057,5.275,0.897,0.651,0.138,75.0,210.0,26.25,9,48.46,50.61,0.815
Jamie Oleksiak,D,CAN,317.0,328,0.9665,18.629390115667718,16.071451104100944,0.029074658254468963,2.528864353312303,0.203,0.528,0.732,3.322,5.659,4.288,0.0,0.565,0.057,79.0,252.0,28.39,8,46.86,47.63,0.173
Jared McCann,C,CAN,293.0,328,0.8933,16.695392491467576,12.952844141069399,2.634755403868032,1.107792946530148,1.361,1.496,2.858,9.138,1.595,2.416,0.834,0.253,0.031,73.0,191.0,25.2,2,49.47,49.66,0.636
Jared Spurgeon,D,CAN,240.0,328,0.7317,20.783541666666668,17.20763888888889,1.5560416666666665,2.019861111111111,0.289,0.83,1.119,4.415,5.581,2.586,0.265,0.183,0.196,69.0,166.0,24.51,0,49.95,53.98,0.172
Jason Dickinson,C,CAN,283.0,328,0.8628,15.965901060070673,13.423616018845701,0.42709069493521795,2.1151943462897527,0.598,0.704,1.301,4.9,3.399,5.869,0.04,0.456,-0.163,74.0,200.0,25.68,3,46.64,45.92,0.527
Jason Robertson,LW,USA,328.0,328,1.0,18.779166666666665,15.520833333333332,3.2541666666666664,0.00416666666666665,1.51,2.046,3.555,10.218,1.257,2.357,1.257,0.28,0.268,75.0,204.0,25.5,0,52.54,54.85,0.763
Jason Zucker,LW,USA,282.0,328,0.8598,15.26371158392435,12.951300236406619,2.3124113475177306,0.0,1.199,1.282,2.481,8.628,1.255,5.855,0.781,0.738,-0.05,71.0,198.0,27.61,6,48.45,50.0,0.927
Jean-Gabriel Pageau,C,CAN,305.0,328,0.9299,16.49792349726776,13.070765027322404,1.45,1.977158469945355,0.656,1.133,1.789,5.068,2.981,7.464,0.191,0.177,-0.02,71.0,180.0,25.1,2,47.14,49.1,0.689
Jeff Petry,D,USA,245.0,328,0.747,18.57503401360544,16.22748299319728,0.8625850340136053,1.484965986394558,0.119,0.831,0.949,3.744,5.102,6.025,0.158,0.42,-0.09,75.0,208.0,26.0,1,46.44,48.94,0.142
Jeff Skinner,LW,CAN,257.0,328,0.7835,15.113618677042803,12.812645914396887,2.286251621271077,0.014721141374837843,1.251,1.375,2.626,10.087,0.942,1.684,0.602,0.44,0.023,71.0,200.0,27.89,0,50.61,47.76,0.871
Jeremy Lauzon,D,CAN,242.0,328,0.7378,17.622865013774106,15.351170798898071,0.036019283746556455,2.2356749311294766,0.141,0.422,0.563,3.911,4.46,14.266,0.0,1.198,-0.087,75.0,225.0,28.12,22,50.08,51.07,0.19
Jesper Boqvist,C,SWE,268.0,328,0.8171,12.043656716417912,11.164614427860695,0.1958333333333333,0.6832089552238805,0.595,0.725,1.32,5.0,1.766,8.421,0.019,0.149,0.019,73.0,191.0,25.2,0,49.17,49.44,0.538
Jesper Bratt,W,SWE,327.0,328,0.997,18.56559633027523,14.763149847094802,2.975433231396534,0.827013251783894,1.008,2.105,3.113,8.084,1.206,2.57,1.018,0.147,0.006,70.0,175.0,25.11,0,55.32,54.9,0.823
Jesperi Kotkaniemi,C,FIN,281.0,328,0.8567,13.51725978647687,12.153024911032029,1.2540332147093716,0.11020166073546854,0.695,1.074,1.769,6.54,1.58,4.581,0.221,0.512,0.064,75.0,212.0,26.5,2,57.83,53.45,0.721
Joe Veleno,C,,296.0,328,0.9024,12.76233108108108,11.62713963963964,0.36334459459459456,0.7718468468468468,0.492,0.619,1.112,4.733,2.462,8.974,0.143,0.307,-0.213,,,,0,45.99,45.01,0.502
Joel Armia,RW,FIN,257.0,328,0.7835,14.645201037613488,11.756355382619976,0.6561608300907912,2.2326848249027234,0.765,0.717,1.483,6.44,2.248,3.937,0.08,0.397,-0.016,75.0,215.0,26.87,0,47.53,47.45,0.609
Joel Edmundson,D,CAN,269.0,328,0.8201,18.91542750929368,16.454708798017347,0.07211895910780668,2.3885997521685254,0.13,0.601,0.731,3.655,5.106,4.587,0.047,0.476,0.03,77.0,220.0,26.09,4,50.09,49.86,0.192
Joel Eriksson Ek,C,SWE,271.0,328,0.8262,19.5539975399754,14.060824108241084,3.509532595325953,1.9836408364083638,0.974,1.347,2.321,9.602,2.038,5.39,0.793,0.583,0.173,75.0,207.0,25.87,0,51.76,53.54,0.822
Joel Farabee,LW,USA,327.0,328,0.997,16.24164118246687,13.685321100917433,1.6841997961264017,0.8721202854230378,0.768,0.949,1.717,7.004,2.226,3.175,0.181,0.428,-0.122,72.0,186.0,25.22,8,50.19,51.24,0.784
Joel Kiviranta,F,FIN,256.0,328,0.7805,11.385026041666666,10.027539062499999,0.039648437499999974,1.3178385416666665,0.618,0.412,1.029,5.497,2.141,7.658,0.0,0.312,0.047,71.0,185.0,25.8,0,52.37,54.96,0.709
John Carlson,D,USA,272.0,328,0.8293,24.110232843137254,18.449448529411764,3.171262254901961,2.4895220588235296,0.348,1.409,1.757,5.672,4.739,1.702,0.558,0.39,0.044,75.0,220.0,27.5,0,51.57,52.11,0.252
John Marino,D,USA,254.0,328,0.7744,20.754068241469813,18.166797900262466,0.1646981627296588,2.4225721784776906,0.148,0.911,1.059,2.367,3.232,1.366,0.0,0.311,0.232,73.0,200.0,26.38,1,53.18,52.32,0.138
John Tavares,C,CAN,317.0,328,0.9665,17.951524710830707,14.929915878023133,3.01335436382755,0.008254468980020998,1.413,1.645,3.058,9.995,1.497,4.344,1.054,0.435,-0.073,73.0,217.0,28.63,0,48.71,51.03,0.984
Johnathan Kovacevic,D,CAN,254.0,328,0.7744,18.00183727034121,15.811417322834645,0.04015748031496059,2.150262467191601,0.131,0.564,0.695,3.202,4.028,4.291,0.0,0.752,0.094,77.0,223.0,26.44,9,50.15,50.06,0.161
Jonas Brodin,D,SWE,234.0,328,0.7134,22.307834757834755,19.541310541310537,0.337037037037037,2.4294871794871793,0.207,0.701,0.908,4.069,5.77,1.241,0.023,0.342,0.274,74.0,196.0,25.16,0,49.74,52.82,0.159
Jonas Siegenthaler,D,CHE,274.0,328,0.8354,19.650182481751823,17.63947688564477,0.056265206812652055,1.9544403892944038,0.078,0.535,0.613,2.886,5.293,3.956,0.011,0.569,0.073,74.0,218.0,27.99,2,51.07,50.8,0.142
Jonathan Aspirot,D,CAN,61.0,82,0.7439,16.71666666666667,15.6,0.0166666666666666,1.1,0.177,0.588,0.765,2.765,4.884,5.06,0.059,0.705,0.492,72.0,212.0,28.75,3,48.42,50.36,0.16
Jonathan Drouin,LW,CAN,244.0,328,0.7439,17.036475409836065,14.08674863387978,2.946789617486339,0.0029371584699453435,0.52,1.588,2.107,4.879,1.443,1.472,0.664,0.291,-0.029,71.0,189.0,26.36,1,54.41,51.01,0.587
Jonathan Huberdeau,LW,CAN,291.0,328,0.8872,17.95561282932417,14.56248568155785,2.8261168384879727,0.5670103092783505,0.746,1.481,2.228,5.799,1.814,2.354,0.735,0.55,-0.168,73.0,200.0,26.38,2,52.51,50.43,0.619
Jonathan Marchessault,C,CAN,298.0,328,0.9085,17.45089485458613,14.48847874720358,2.96241610738255,0.0,1.188,1.269,2.458,9.669,0.854,3.865,0.738,0.43,-0.158,69.0,185.0,27.32,2,47.94,47.93,0.71
Jordan Eberle,RW,CAN,282.0,328,0.8598,17.31548463356974,14.7322695035461,2.564420803782506,0.018794326241134734,0.885,1.425,2.31,7.115,1.425,1.745,0.59,0.33,0.032,71.0,180.0,25.1,1,50.05,50.28,0.708
Jordan Kyrou,C,CAN,315.0,328,0.9604,17.413174603174603,14.828624338624337,2.5803703703703706,0.004179894179894164,1.335,1.466,2.8,10.228,1.433,1.138,0.82,0.229,-0.102,73.0,189.0,24.93,0,51.72,53.12,0.774
Jordan Martinook,LW,CAN,320.0,328,0.9756,15.081354166666666,13.090520833333333,0.06734374999999998,1.9234895833333332,0.671,0.957,1.629,6.602,2.101,4.202,0.0,0.469,0.088,73.0,208.0,27.44,2,60.57,57.24,0.841
Jordan Staal,C,CAN,311.0,328,0.9482,15.793408360128618,13.255573419078242,0.3084137191854233,2.229421221864952,0.733,0.928,1.661,5.631,2.089,7.342,0.061,0.389,0.042,76.0,220.0,26.78,2,60.93,57.95,0.824
Josh Anderson,RW,CAN,300.0,328,0.9146,15.128666666666668,12.931666666666667,0.8886666666666666,1.3083333333333333,0.78,0.568,1.348,6.65,2.261,8.104,0.079,1.087,-0.107,75.0,226.0,28.24,12,45.21,45.54,0.839
Josh Manson,D,CAN,230.0,328,0.7012,17.801304347826086,15.872608695652174,0.0371014492753623,1.8915942028985504,0.234,0.953,1.187,5.232,4.514,8.119,0.015,1.078,0.261,75.0,218.0,27.25,12,55.59,53.9,0.245
Josh Morrissey,D,CAN,316.0,328,0.9634,24.35532700421941,20.651160337552742,3.236023206751055,0.46814345991561185,0.421,1.622,2.043,5.348,3.532,2.058,0.663,0.434,0.187,72.0,195.0,26.44,1,51.37,53.39,0.221
Juraj Slafkovsky,LW,SVK,282.0,328,0.8598,17.12996453900709,14.271513002364067,2.8536052009456268,0.004846335697399507,0.894,1.391,2.285,6.297,2.919,6.26,0.671,0.656,-0.067,75.0,225.0,28.12,4,47.79,49.12,0.701
Justin Faulk,D,USA,298.0,328,0.9085,22.46711409395973,18.873489932885906,2.046085011185682,1.5475391498881432,0.296,1.066,1.362,5.377,4.337,3.11,0.341,0.487,-0.077,72.0,208.0,28.21,1,46.52,46.56,0.189
K'Andre Miller,D,USA,305.0,328,0.9299,21.92639344262295,19.318743169398907,0.6521857923497267,1.955464480874317,0.287,0.942,1.229,3.966,3.687,4.647,0.081,0.57,0.079,77.0,210.0,24.9,1,53.01,51.66,0.186
Kaapo Kakko,RW,FIN,287.0,328,0.875,14.700522648083624,13.331939605110337,1.244773519163763,0.1238095238095238,0.825,1.209,2.034,5.845,1.209,2.133,0.284,0.293,0.105,73.0,215.0,28.36,0,48.87,48.09,0.555
Kasperi Kapanen,RW,FIN,247.0,328,0.753,13.538798920377866,12.003508771929825,0.6455465587044534,0.8897435897435896,0.628,0.933,1.561,6.208,1.417,5.849,0.108,0.251,-0.121,73.0,194.0,25.59,0,47.53,46.11,0.483
Keegan Kolesar,RW,CAN,317.0,328,0.9665,11.761777076761302,11.349894847528917,0.029442691903259682,0.38243953732912717,0.547,0.789,1.336,4.683,2.639,17.106,0.0,0.71,-0.041,74.0,216.0,27.73,25,49.27,50.39,0.545
Kent Johnson,C,CAN,265.0,328,0.8079,14.683710691823897,12.569685534591194,1.9809433962264154,0.13308176100628927,0.817,1.264,2.082,6.553,1.742,0.663,0.447,0.226,-0.102,72.0,170.0,23.05,0,50.56,48.97,0.581
Kevin Bahl,D,CAN,273.0,328,0.8323,19.184981684981686,17.016300366300364,0.11147741147741147,2.057203907203907,0.115,0.538,0.653,2.623,4.078,5.018,0.023,0.729,0.004,78.0,230.0,26.58,6,48.37,47.68,0.108
Kevin Fiala,LW,CHE,288.0,328,0.878,18.25,15.104282407407405,3.125810185185185,0.019907407407407346,1.199,1.598,2.797,9.406,1.05,2.534,1.096,0.646,-0.052,72.0,205.0,27.8,0,55.71,57.1,0.801
Kevin Hayes,RW,USA,252.0,328,0.7683,14.600859788359788,12.516732804232804,1.8991402116402116,0.18498677248677245,0.783,1.076,1.859,8.235,0.978,2.903,0.457,0.202,-0.151,75.0,217.0,27.12,1,49.1,48.72,0.713
Kevin Stenlund,C,SWE,297.0,328,0.9055,13.396576879910215,10.61492704826038,0.21447811447811443,2.567171717171717,0.528,0.528,1.056,4.705,3.137,3.122,0.0,0.492,-0.074,75.0,213.0,26.62,0,48.36,45.42,0.479
Kiefer Sherwood,RW,USA,250.0,328,0.7622,14.645600000000002,12.663866666666665,1.0019999999999998,0.9797333333333333,0.967,0.934,1.901,7.866,1.59,18.649,0.262,0.624,0.0,72.0,194.0,26.31,6,52.2,49.06,0.685
Kirill Kaprizov,LW,RUS,261.0,328,0.7957,21.737611749680713,17.828160919540228,3.8906130268199237,0.018837803320561893,1.65,1.692,3.342,10.057,1.163,1.999,1.258,0.479,0.169,70.0,202.0,28.98,0,52.22,54.99,0.73
Kirill Marchenko,RW,RUS,292.0,328,0.8902,17.59280821917808,14.877853881278538,2.6605022831050227,0.05445205479452053,1.191,1.238,2.429,8.748,1.822,2.394,0.736,0.281,0.027,75.0,201.0,25.12,0,51.09,49.43,0.672
Kris Letang,D,CAN,294.0,328,0.8963,23.649433106575962,19.73095238095238,2.20374149659864,1.7147392290249432,0.293,1.053,1.346,5.117,3.771,4.436,0.414,0.619,-0.065,72.0,199.0,26.99,0,49.69,48.81,0.193
Kyle Connor,LW,USA,311.0,328,0.9482,20.556913183279743,16.721114683815646,3.2278670953912107,0.6079314040728832,1.361,1.736,3.097,9.713,1.014,1.07,0.892,0.215,-0.006,73.0,183.0,24.14,1,48.27,48.55,0.818
Kyle Palmieri,RW,USA,244.0,328,0.7439,17.770286885245902,14.386680327868854,2.6063524590163936,0.7772540983606558,1.052,1.066,2.117,8.026,1.605,3.293,0.54,0.32,-0.09,72.0,192.0,26.04,0,48.22,50.35,0.799
Lars Eller,C,DNK,314.0,328,0.9573,13.963694267515923,11.902229299363057,0.6005307855626327,1.4609341825902336,0.547,0.698,1.245,6.363,2.285,3.489,0.082,0.401,0.006,74.0,207.0,26.57,0,50.6,50.23,0.601
Lawson Crouse,LW,CAN,320.0,328,0.9756,16.18927083333333,12.901822916666665,1.3327604166666667,1.9546875,0.961,0.764,1.726,6.822,2.467,8.964,0.232,0.488,0.019,76.0,214.0,26.05,8,51.58,51.9,0.91
Leo Carlsson,C,SWE,201.0,246,0.8171,17.732835820895524,14.472802653399668,2.736152570480929,0.5238805970149254,1.027,1.347,2.374,7.003,1.515,1.111,0.572,0.313,-0.005,75.0,208.0,26.0,1,51.42,50.52,0.71
Leon Draisaitl,C,DEU,297.0,328,0.9055,21.34203142536476,17.359259259259257,3.556341189674524,0.4264309764309764,1.704,2.433,4.137,8.425,1.022,1.713,1.666,0.539,0.263,74.0,209.0,26.83,0,56.01,58.02,0.618
Logan Cooley,C,USA,211.0,246,0.8577,16.90608214849921,13.952448657187993,2.2701421800947865,0.6834913112164297,1.161,1.396,2.557,6.913,1.447,2.809,0.723,0.436,-0.043,72.0,191.0,25.9,0,49.43,49.28,0.704
Logan O'Connor,RW,USA,232.0,328,0.7073,14.184770114942529,12.182399425287358,0.04949712643678159,1.9528735632183911,0.583,0.766,1.349,5.306,2.571,4.649,0.0,0.435,0.082,72.0,175.0,23.73,5,54.14,54.99,0.664
Logan Stankoven,C,CAN,183.0,246,0.7439,15.17431693989071,13.540163934426229,1.6193989071038253,0.014754098360655723,0.886,1.188,2.074,8.88,1.426,2.55,0.411,0.257,0.115,68.0,165.0,25.09,1,57.94,56.48,0.98
Lucas Raymond,LW,SWE,318.0,328,0.9695,18.17044025157233,14.897903563941302,2.9992662473794547,0.2732704402515723,1.038,1.796,2.835,6.874,1.142,2.046,1.028,0.296,-0.135,71.0,186.0,25.94,0,50.57,49.19,0.655
Luke Evangelista,RW,CAN,253.0,328,0.7713,15.012911725955204,13.00072463768116,2.012187088274045,0.0,0.711,1.532,2.243,8.467,0.995,1.39,0.537,0.292,0.024,72.0,183.0,24.82,0,55.71,54.81,0.728
Luke Glendening,C,USA,298.0,328,0.9085,11.231991051454141,9.21549217002237,0.023881431767337778,1.9926174496644293,0.341,0.251,0.592,3.997,4.015,7.834,0.0,0.359,-0.091,71.0,190.0,26.5,3,42.08,39.98,0.508
Luke Kunin,C,USA,245.0,328,0.747,13.824149659863947,11.549795918367346,0.6716326530612244,1.602721088435374,0.549,0.496,1.045,5.616,3.738,9.531,0.159,0.927,-0.298,72.0,197.0,26.72,16,41.62,40.59,0.741
Luke Schenn,D,CAN,259.0,328,0.7896,15.410102960102963,13.885456885456884,0.022458172458172422,1.502187902187902,0.105,0.541,0.646,4.119,5.036,14.567,0.0,0.83,-0.027,74.0,225.0,28.89,22,48.8,48.39,0.168
MacKenzie Weegar,D,CAN,323.0,328,0.9848,22.63962848297214,18.86295149638803,1.912177502579979,1.8644994840041276,0.295,1.001,1.296,5.793,5.612,6.318,0.369,0.666,0.006,72.0,206.0,27.94,5,53.52,49.37,0.201
Macklin Celebrini,F,CAN,152.0,164,0.9268,20.592543859649123,16.989473684210523,3.4274122807017546,0.17565789473684204,1.342,2.07,3.412,10.025,2.032,1.725,1.054,0.474,-0.151,72.0,190.0,25.77,0,48.82,47.93,0.767
Marco Rossi,C,AUT,233.0,328,0.7104,17.05221745350501,14.709871244635195,2.1816881258941345,0.16065808297567952,0.861,1.193,2.054,5.769,1.767,2.265,0.544,0.391,-0.146,69.0,182.0,26.87,1,49.83,51.13,0.703
Marcus Foligno,LW,CAN,253.0,328,0.7713,14.226284584980236,12.216534914361002,0.5495388669301713,1.4602108036890649,0.65,0.767,1.417,4.918,2.934,14.153,0.083,1.178,-0.004,75.0,226.0,28.24,29,51.32,53.88,0.689
Marcus Johansson,C,SWE,305.0,328,0.9299,16.023060109289617,13.740327868852459,1.81775956284153,0.4649726775956284,0.688,1.265,1.952,5.844,1.191,1.878,0.479,0.177,-0.003,73.0,203.0,26.78,0,49.66,51.36,0.489
Marcus Pettersson,D,SWE,310.0,328,0.9451,21.61494623655914,19.021505376344088,0.1626881720430107,2.430752688172043,0.107,0.797,0.904,3.027,5.104,3.698,0.0,0.668,0.061,77.0,174.0,20.63,7,49.15,50.47,0.123
Mario Ferraro,D,CAN,310.0,328,0.9451,21.693548387096776,18.412365591397847,0.2577419354838709,3.0234408602150538,0.17,0.473,0.642,3.239,5.487,4.818,0.009,0.477,-0.306,71.0,200.0,27.89,4,45.76,45.31,0.177
Mark Kastelic,C,USA,271.0,328,0.8262,10.133886838868387,9.211377613776138,0.12650676506765063,0.7960024600246003,0.634,0.612,1.245,6.554,3.736,15.577,0.022,1.517,-0.033,76.0,234.0,28.48,36,46.57,45.29,0.755
Mark Scheifele,C,CAN,319.0,328,0.9726,20.637460815047024,17.309770114942527,3.1831765935214205,0.1445141065830721,1.294,1.713,3.008,6.516,1.686,1.987,0.793,0.639,0.047,75.0,207.0,25.87,6,48.46,48.72,0.682
Martin FehÃ©rvÃ¡ry,D,,295.0,328,0.8994,19.417853107344634,17.030677966101695,0.04090395480225984,2.346271186440678,0.199,0.681,0.88,3.153,5.897,6.85,0.0,0.403,0.051,,,,0,,,
Martin NeÄas,C,,316.0,328,0.9634,19.046993670886074,15.678270042194091,3.210970464135021,0.15775316455696203,1.166,1.894,3.06,8.683,1.007,2.801,0.997,0.38,0.152,,,,0,,,
Mason Appleton,C,USA,259.0,328,0.7896,15.0515444015444,13.578378378378378,0.12889317889317886,1.3442728442728444,0.539,0.816,1.354,5.587,1.739,4.91,0.062,0.386,0.081,74.0,196.0,25.16,0,49.22,50.23,0.502
Mason Lohrei,D,USA,191.0,246,0.7764,17.9520942408377,16.192670157068065,1.4667539267015706,0.29267015706806276,0.28,0.98,1.26,3.64,4.515,1.522,0.42,0.283,-0.147,77.0,218.0,25.85,0,47.17,46.26,0.193
Mason Marchment,F,CAN,279.0,328,0.8506,15.819354838709678,14.031959378733571,1.778494623655914,0.008900836320191124,1.02,1.373,2.393,7.49,1.659,4.88,0.449,0.871,0.172,77.0,212.0,25.14,5,50.65,51.99,0.775
Mason McTavish,C,CAN,295.0,328,0.8994,15.918983050847459,13.53768361581921,2.3438418079096044,0.037457627118644046,0.958,1.316,2.274,7.883,1.712,3.667,0.575,0.712,-0.193,73.0,219.0,28.89,0,47.99,48.33,0.859
Mathew Barzal,C,CAN,249.0,328,0.7591,19.976974564926376,16.689625167336008,3.274564926372155,0.012784471218206106,0.748,1.942,2.69,7.732,1.93,1.592,0.82,0.486,0.084,73.0,186.0,24.54,1,52.84,53.56,0.631
Mathieu Joseph,RW,CAN,239.0,328,0.7287,13.763877266387727,11.883193863319384,0.37336122733612276,1.5073221757322175,0.365,1.058,1.423,5.381,2.681,7.679,0.055,0.519,-0.05,73.0,189.0,24.93,2,48.91,49.21,0.624
Mathieu Olivier,F,USA,263.0,328,0.8018,13.022179974651456,12.211343472750317,0.08346007604562734,0.7273764258555132,0.753,0.736,1.489,5.851,3.784,14.996,0.0,1.487,-0.057,73.0,232.0,30.61,43,46.91,50.21,0.723
Matias Maccelli,LW,FIN,272.0,328,0.8293,15.139399509803923,13.300551470588236,1.7531862745098037,0.08566176470588235,0.729,1.646,2.375,5.624,0.976,1.151,0.525,0.184,-0.147,71.0,187.0,26.08,0,49.66,50.56,0.618
Mats Zuccarello,LW,NOR,275.0,328,0.8384,19.369939393939394,15.65309090909091,3.680727272727273,0.03612121212121209,0.766,1.915,2.681,7.254,1.971,1.408,1.115,0.356,-0.047,68.0,181.0,27.52,0,49.19,51.45,0.557
Matt Boldy,LW,USA,314.0,328,0.9573,19.536146496815288,15.296390658174097,3.674256900212314,0.5654989384288748,1.262,1.575,2.836,9.849,1.809,2.054,0.998,0.535,0.08,74.0,201.0,25.8,2,52.15,54.21,0.862
Matt Duchene,C,CAN,290.0,328,0.8841,17.176666666666666,14.657241379310346,2.454597701149425,0.06482758620689652,1.12,1.867,2.987,6.998,1.494,1.385,0.843,0.248,0.1,71.0,211.0,29.43,0,48.67,50.42,0.683
Matt Grzelcyk,D,USA,289.0,328,0.8811,18.18817762399077,16.771395617070358,0.9268742791234141,0.4899077277970011,0.08,0.936,1.016,3.687,3.527,1.998,0.205,0.391,0.152,70.0,180.0,25.82,1,47.63,46.67,0.114
