Name,Pos,Group,Nationality,GP,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,PIM_GP,Fights,xGF_pct_5v5,ixG_60_5v5,Height_in,Weight_lbs,BMI,Cluster,Auto_Label
Steven Stamkos,C,F,CAN,324.0,18.24393004115226,14.634670781893004,3.5217078189300413,0.087551440329218,1.452,1.431,8.953,1.786,3.299,1.228,14.634670781893004,3.5217078189300413,0.087551440329218,0.574,1,49.75,0.68,73.0,193.0,25.46,1,Producer
Tage Thompson,C,F,USA,306.0,18.676252723311546,15.161819172113288,3.127124183006536,0.3873093681917211,1.68,1.501,11.076,1.407,3.034,0.945,15.161819172113288,3.127124183006536,0.3873093681917211,0.497,4,50.17,0.842,78.0,220.0,25.42,1,Producer
Timo Meier,RW,F,CHE,304.0,18.335087719298247,15.987445175438596,2.279550438596491,0.0680921052631578,1.27,1.044,11.206,2.121,5.781,0.678,15.987445175438596,2.279550438596491,0.0680921052631578,0.553,4,53.23,1.019,73.0,220.0,29.02,1,Producer
Travis Konecny,C,F,CAN,295.0,19.892598870056496,15.681920903954802,2.874067796610169,1.3366101694915256,1.176,1.615,8.087,1.534,3.548,0.562,15.681920903954802,2.874067796610169,1.3366101694915256,0.868,4,50.75,0.647,70.0,192.0,27.55,1,Producer
Troy Terry,C,F,USA,284.0,18.69806338028169,15.629518779342725,2.789671361502347,0.2788732394366197,0.938,1.627,8.011,1.107,0.429,0.542,15.629518779342725,2.789671361502347,0.2788732394366197,0.282,0,50.22,0.713,72.0,193.0,26.17,1,Producer
Tyler Toffoli,C,F,CAN,318.0,16.35062893081761,13.155765199161428,3.0319182389937107,0.1629454926624737,1.339,1.327,10.409,1.015,2.723,0.842,13.155765199161428,3.0319182389937107,0.1629454926624737,0.208,0,49.74,0.791,72.0,205.0,27.8,1,Producer
Viktor Arvidsson,LW,F,SWE,231.0,15.684632034632036,13.70779220779221,1.8967532467532464,0.08008658008658,1.192,1.374,10.251,2.07,1.474,0.696,13.70779220779221,1.8967532467532464,0.08008658008658,0.372,0,52.45,0.941,70.0,181.0,25.97,1,Producer
William Nylander,C,F,SWE,311.0,19.312111468381566,15.716881028938904,3.257020364415863,0.3382100750267952,1.548,1.928,10.17,1.079,0.769,1.149,15.716881028938904,3.257020364415863,0.3382100750267952,0.302,0,49.96,0.748,72.0,200.0,27.12,1,Producer
Wyatt Johnston,C,F,CAN,328.0,17.850000000000005,14.4625,2.4833333333333334,0.9041666666666668,1.373,1.322,8.034,1.793,1.793,0.861,14.4625,2.4833333333333334,0.9041666666666668,0.317,0,52.6,0.879,73.0,187.0,24.67,1,Producer
Zach Hyman,LW,F,CAN,290.0,19.59396551724138,16.06494252873563,3.3541954022988505,0.1748275862068965,1.563,1.14,9.873,1.035,2.946,0.771,16.06494252873563,3.3541954022988505,0.1748275862068965,0.507,1,61.29,1.417,73.0,206.0,27.18,1,Producer
A.J. Greer,LW,F,CAN,279.0,10.100477897252093,9.644086021505377,0.0890083632019115,0.3673835125448029,0.724,0.83,6.664,2.299,13.328,0.043,9.644086021505377,0.0890083632019115,0.3673835125448029,1.405,24,51.84,0.784,75.0,209.0,26.12,2,Enforcer
Adam Lowry,LW,F,USA,306.0,15.52777777777778,12.973747276688457,0.5124727668845316,2.0415577342047926,0.581,1.01,5.24,2.765,7.981,0.051,12.973747276688457,0.5124727668845316,2.0415577342047926,0.539,22,54.13,0.877,77.0,210.0,24.9,2,Enforcer
Barclay Goodrow,RW,F,CAN,321.0,12.935617860851504,10.820041536863966,0.2088785046728971,1.9066978193146416,0.361,0.549,4.176,3.901,8.424,0.029,10.820041536863966,0.2088785046728971,1.9066978193146416,0.885,21,40.56,0.51,74.0,210.0,26.96,2,Enforcer
Brandon Duhaime,RW,F,USA,295.0,11.566553672316385,9.941581920903957,0.0407344632768361,1.584237288135593,0.475,0.457,5.609,3.112,11.922,0.0,9.941581920903957,0.0407344632768361,1.584237288135593,0.976,30,48.51,0.658,74.0,210.0,26.96,2,Enforcer
Brayden Schenn,C,F,CAN,326.0,17.617893660531696,14.806237218813909,2.271370143149284,0.5402862985685072,0.804,1.285,6.028,1.964,7.135,0.449,14.806237218813909,2.271370143149284,0.5402862985685072,0.721,17,47.16,0.644,73.0,200.0,26.38,2,Enforcer
Corey Perry,RW,F,CAN,288.0,12.5140625,10.725520833333333,1.7885416666666667,0.0,0.999,0.899,6.842,1.465,2.614,0.599,10.725520833333333,1.7885416666666667,0.0,0.983,24,51.84,0.723,75.0,210.0,26.25,2,Enforcer
Dakota Joshua,C,F,USA,254.0,12.687860892388452,11.396916010498687,0.3010498687664041,0.9898950131233596,0.856,0.763,4.822,2.439,15.918,0.074,11.396916010498687,0.3010498687664041,0.9898950131233596,0.815,13,50.05,0.818,75.0,218.0,27.25,2,Enforcer
Garnet Hathaway,RW,F,USA,299.0,11.663656633221851,10.247826086956524,0.0451505016722407,1.3706800445930882,0.533,0.551,5.247,4.731,18.977,0.0,10.247826086956524,0.0451505016722407,1.3706800445930882,1.064,14,52.47,0.62,74.0,212.0,27.22,2,Enforcer
Jack McBain,C,F,CAN,306.0,13.518191721132895,11.605337690631808,0.2351851851851852,1.677668845315904,0.609,0.899,4.888,2.698,15.52,0.044,11.605337690631808,0.2351851851851852,1.677668845315904,0.902,22,52.48,0.796,76.0,219.0,26.65,2,Enforcer
Josh Anderson,RW,F,CAN,300.0,15.128666666666668,12.931666666666668,0.8886666666666666,1.3083333333333331,0.78,0.568,6.65,2.261,8.104,0.079,12.931666666666668,0.8886666666666666,1.3083333333333331,1.087,12,45.54,0.839,75.0,226.0,28.24,2,Enforcer
Keegan Kolesar,RW,F,CAN,317.0,11.761777076761302,11.349894847528915,0.0294426919032596,0.3824395373291271,0.547,0.789,4.683,2.639,17.106,0.0,11.349894847528915,0.0294426919032596,0.3824395373291271,0.71,25,50.39,0.545,74.0,216.0,27.73,2,Enforcer
Kiefer Sherwood,RW,F,USA,250.0,14.645600000000002,12.663866666666664,1.0019999999999998,0.9797333333333332,0.967,0.934,7.866,1.59,18.649,0.262,12.663866666666664,1.0019999999999998,0.9797333333333332,0.624,6,49.06,0.685,72.0,194.0,26.31,2,Enforcer
Luke Kunin,C,F,USA,245.0,13.824149659863949,11.549795918367346,0.6716326530612244,1.602721088435374,0.549,0.496,5.616,3.738,9.531,0.159,11.549795918367346,0.6716326530612244,1.602721088435374,0.927,16,40.59,0.741,72.0,197.0,26.72,2,Enforcer
Marcus Foligno,LW,F,CAN,253.0,14.226284584980236,12.216534914361002,0.5495388669301713,1.4602108036890649,0.65,0.767,4.918,2.934,14.153,0.083,12.216534914361002,0.5495388669301713,1.4602108036890649,1.178,29,53.88,0.689,75.0,226.0,28.24,2,Enforcer
Mark Kastelic,C,F,USA,271.0,10.133886838868388,9.211377613776138,0.1265067650676506,0.7960024600246003,0.634,0.612,6.554,3.736,15.577,0.022,9.211377613776138,0.1265067650676506,0.7960024600246003,1.517,36,45.29,0.755,76.0,234.0,28.48,2,Enforcer
Max Domi,LW,F,CAN,314.0,15.14787685774947,13.43407643312102,1.7095541401273884,0.0042462845010615,0.618,1.552,6.648,1.4,1.816,0.454,13.43407643312102,1.7095541401273884,0.0042462845010615,1.182,18,47.26,0.447,70.0,208.0,29.84,2,Enforcer
Michael Eyssimont,C,F,USA,268.0,11.351243781094528,10.93215174129353,0.4020522388059701,0.0170398009950248,0.651,0.809,10.335,1.854,8.008,0.158,10.93215174129353,0.4020522388059701,0.0170398009950248,0.974,13,50.56,0.859,72.0,195.0,26.44,2,Enforcer
Michael McCarron,RW,F,USA,255.0,13.14235294117647,11.182875816993464,0.0454901960784313,1.9139869281045752,0.483,0.537,5.765,3.813,10.223,0.0,11.182875816993464,0.0454901960784313,1.9139869281045752,1.251,27,48.9,0.77,78.0,232.0,26.81,2,Enforcer
Miles Wood,LW,F,USA,241.0,12.395781466113416,11.339488243430152,0.423582295988935,0.6327109266943293,0.683,0.823,9.339,1.767,6.387,0.06,11.339488243430152,0.423582295988935,0.6327109266943293,0.934,6,48.65,1.021,74.0,209.0,26.83,2,Enforcer
Nick Cousins,C,F,CAN,279.0,11.567084826762246,11.394982078853046,0.1632616487455197,0.0088410991636797,0.576,0.911,6.693,2.528,8.757,0.0,11.394982078853046,0.1632616487455197,0.0088410991636797,0.842,7,51.85,0.714,71.0,191.0,26.64,2,Enforcer
Nick Foligno,LW,F,USA,266.0,14.945864661654134,12.276190476190475,1.3763157894736842,1.293358395989975,0.694,1.011,5.584,2.037,10.066,0.407,12.276190476190475,1.3763157894736842,1.293358395989975,0.729,14,46.06,0.625,72.0,210.0,28.48,2,Enforcer
Peyton Krebs,C,F,CAN,317.0,13.48422712933754,12.551945320715038,0.5095688748685595,0.4227129337539432,0.491,1.053,4.562,1.628,7.552,0.07,12.551945320715038,0.5095688748685595,0.4227129337539432,0.804,11,47.39,0.487,72.0,188.0,25.49,2,Enforcer
Ryan Lomberg,LW,F,CAN,294.0,9.66785714285714,9.398469387755105,0.0660997732426303,0.2032879818594104,0.507,0.528,6.776,1.71,12.18,0.021,9.398469387755105,0.0660997732426303,0.2032879818594104,0.966,18,44.49,0.539,69.0,184.0,27.17,2,Enforcer
Sam Carrick,C,F,CAN,282.0,11.350236406619384,9.820567375886524,0.1901891252955082,1.339479905437352,0.525,0.581,5.642,2.549,9.523,0.019,9.820567375886524,0.1901891252955082,1.339479905437352,1.103,31,47.24,0.625,72.0,202.0,27.39,2,Enforcer
Tom Wilson,RW,F,CAN,260.0,18.59102564102564,14.310384615384615,2.503076923076923,1.777564102564103,1.167,1.117,7.113,2.83,9.148,0.546,14.310384615384615,2.503076923076923,1.777564102564103,1.646,18,52.41,0.688,76.0,225.0,27.38,2,Enforcer
Trent Frederic,C,F,USA,293.0,12.541808873720136,11.865585893060295,0.3011945392491467,0.3750284414106939,0.767,0.751,6.498,2.27,10.76,0.082,11.865585893060295,0.3011945392491467,0.3750284414106939,0.778,23,50.22,0.76,75.0,221.0,27.62,2,Enforcer
Yakov Trenin,C,F,RUS,311.0,13.85096463022508,12.035101822079316,0.1740621650589496,1.6418006430868166,0.515,0.585,6.115,1.908,14.319,0.028,12.035101822079316,0.1740621650589496,1.6418006430868166,0.576,7,50.3,0.779,74.0,201.0,25.8,2,Enforcer
Yanni Gourde,C,F,CAN,300.0,16.776777777777777,14.48861111111111,0.4632222222222221,1.824944444444444,0.489,1.18,5.794,2.062,5.937,0.083,14.48861111111111,0.4632222222222221,1.824944444444444,0.853,12,52.78,0.744,69.0,173.0,25.54,2,Enforcer
Adam Fantilli,C,F,CAN,213.0,17.599217527386543,15.30946791862285,2.125508607198748,0.1642410015649452,1.072,1.168,8.323,2.113,5.042,0.32,15.30946791862285,2.125508607198748,0.1642410015649452,0.338,2,47.37,0.705,74.0,205.0,26.32,3,Playmaker
Alex Killorn,C,F,CAN,309.0,17.381984897518876,13.56321467098166,1.94277238403452,1.8759978425026969,0.883,1.017,6.367,1.218,3.128,0.302,13.56321467098166,1.94277238403452,1.8759978425026969,0.547,1,50.48,0.672,73.0,205.0,27.04,3,Playmaker
Alex Laferriere,RW,F,USA,240.0,16.000902777777778,14.069930555555551,1.3233333333333333,0.6076388888888888,0.812,0.891,8.578,1.859,7.687,0.187,14.069930555555551,1.3233333333333333,0.6076388888888888,0.35,2,52.99,0.913,73.0,205.0,27.04,3,Playmaker
Alex Newhook,C,F,CAN,261.0,15.008173690932312,13.107407407407406,1.7313537675606645,0.16941251596424,0.873,0.888,5.821,1.624,3.569,0.26,13.107407407407406,1.7313537675606645,0.16941251596424,0.284,0,45.81,0.685,71.0,200.0,27.89,3,Playmaker
Alex Tuch,RW,F,USA,310.0,19.20639784946237,14.846075268817202,2.4743010752688166,1.886021505376344,1.28,1.451,8.072,3.336,2.832,0.514,14.846075268817202,2.4743010752688166,1.886021505376344,0.574,6,49.35,0.772,76.0,219.0,26.65,3,Playmaker
Aliaksei Protas,C,F,BLR,288.0,15.15798611111111,13.738888888888887,0.233912037037037,1.1851851851851851,0.893,1.333,6.831,1.91,1.732,0.027,13.738888888888887,0.233912037037037,1.1851851851851851,0.201,0,50.92,0.788,78.0,250.0,28.89,3,Playmaker
Anders Lee,LW,F,USA,327.0,16.35244648318043,14.10499490316004,2.247451580020388,0.0,1.077,0.976,9.324,2.098,5.756,0.404,14.10499490316004,2.247451580020388,0.0,0.602,11,53.26,1.239,75.0,234.0,29.24,3,Playmaker
Andrew Mangiapane,LW,F,CAN,300.0,14.67011111111111,12.884944444444445,1.2115555555555555,0.5736111111111111,0.723,1.009,6.23,1.595,4.281,0.15,12.884944444444445,1.2115555555555555,0.5736111111111111,0.51,0,51.38,0.733,70.0,183.0,26.25,3,Playmaker
Anthony Beauvillier,LW,F,CAN,305.0,14.684754098360656,13.32606557377049,0.9125136612021856,0.446174863387978,0.71,0.764,7.837,1.996,4.863,0.134,13.32606557377049,0.9125136612021856,0.446174863387978,0.249,0,50.38,0.93,71.0,181.0,25.24,3,Playmaker
Anthony Cirelli,C,F,CAN,288.0,17.850289351851853,14.41111111111111,1.1604166666666669,2.278761574074074,0.945,1.214,6.127,2.801,2.019,0.21,14.41111111111111,1.1604166666666669,2.278761574074074,0.51,3,56.46,0.828,73.0,193.0,25.46,3,Playmaker
Anthony Mantha,RW,F,CAN,235.0,14.51,12.8422695035461,1.6677304964539006,0.0,1.249,1.249,7.021,1.812,3.361,0.422,12.8422695035461,1.6677304964539006,0.0,0.468,6,52.92,0.728,77.0,240.0,28.46,3,Playmaker
Anton Lundell,C,F,FIN,294.0,16.780215419501133,13.333956916099773,1.635997732426304,1.8102607709750564,0.73,1.18,7.455,1.958,3.345,0.377,13.333956916099773,1.635997732426304,1.8102607709750564,0.541,1,51.97,0.72,73.0,196.0,25.86,3,Playmaker
Arseny Gritsyuk,RW,F,RUS,66.0,15.15,14.116666666666667,1.0333333333333334,0.0,0.78,1.08,8.941,1.08,3.48,0.3,14.116666666666667,1.0333333333333334,0.0,0.394,0,53.31,0.572,72.0,195.0,26.44,3,Playmaker
Artturi Lehkonen,LW,F,FIN,248.0,19.487836021505377,15.472849462365591,2.724798387096774,1.2901881720430106,1.055,1.155,6.878,1.651,2.731,0.484,15.472849462365591,2.724798387096774,1.2901881720430106,0.371,0,56.72,1.0,71.0,179.0,24.96,3,Playmaker
Barrett Hayton,C,F,CAN,264.0,16.372853535353535,13.343497474747476,2.149558080808081,0.8797979797979798,0.722,0.999,7.19,1.68,2.29,0.458,13.343497474747476,2.149558080808081,0.8797979797979798,0.633,1,56.61,0.999,73.0,200.0,26.38,3,Playmaker
Blake Coleman,C,F,USA,311.0,16.792122186495178,14.12374062165059,0.927706323687031,1.7406752411575563,0.954,0.954,8.605,2.413,6.468,0.103,14.12374062165059,0.927706323687031,1.7406752411575563,0.691,3,52.52,0.902,71.0,199.0,27.75,3,Playmaker
Bobby Brink,RW,F,USA,204.0,14.622385620915033,12.58406862745098,2.026307189542484,0.0120098039215685,0.764,1.126,5.833,1.871,4.304,0.322,12.58406862745098,2.026307189542484,0.0120098039215685,0.275,0,51.04,0.627,68.0,169.0,25.69,3,Playmaker
Brandon Saad,LW,F,USA,274.0,15.22390510948905,13.321836982968373,1.1724452554744529,0.7296228710462287,0.877,0.82,6.847,1.237,0.921,0.173,13.321836982968373,1.1724452554744529,0.7296228710462287,0.19,0,50.01,0.851,73.0,207.0,27.31,3,Playmaker
Brendan Gallagher,RW,F,CAN,273.0,13.465201465201464,11.953113553113552,1.512087912087912,0.0,0.849,0.881,8.422,1.73,4.423,0.294,11.953113553113552,1.512087912087912,0.0,0.722,4,51.46,1.011,69.0,185.0,27.32,3,Playmaker
Brock Boeser,RW,F,USA,305.0,18.23918032786885,14.723934426229508,3.2939344262295083,0.221311475409836,1.132,1.305,7.474,1.305,2.535,0.863,14.723934426229508,3.2939344262295083,0.221311475409836,0.203,0,46.27,0.631,73.0,208.0,27.44,3,Playmaker
Casey Mittelstadt,C,F,USA,314.0,16.429617834394904,14.196656050955411,2.1246815286624208,0.10828025477707,0.733,1.57,5.187,1.175,1.256,0.523,14.196656050955411,2.1246815286624208,0.10828025477707,0.287,0,48.0,0.426,73.0,205.0,27.04,3,Playmaker
Claude Giroux,C,F,CAN,327.0,18.321253822629966,14.102089704383282,2.571304791029561,1.6478593272171251,0.851,1.572,6.74,1.282,2.444,0.741,14.102089704383282,2.571304791029561,1.6478593272171251,0.306,0,52.03,0.551,71.0,186.0,25.94,3,Playmaker
Cody Glass,C,F,CAN,248.0,13.904838709677422,12.038440860215056,1.2953629032258065,0.5710349462365591,0.783,0.887,7.116,2.245,3.271,0.244,12.038440860215056,1.2953629032258065,0.5710349462365591,0.383,1,49.77,0.725,75.0,201.0,25.12,3,Playmaker
Cole Perfetti,C,F,CAN,272.0,14.819852941176473,12.859313725490196,1.9605392156862744,0.0,0.848,1.384,7.606,1.831,2.769,0.551,12.859313725490196,1.9605392156862744,0.0,0.25,0,52.87,0.757,71.0,185.0,25.8,3,Playmaker
Connor McMichael,C,F,CAN,246.0,16.355826558265584,13.573983739837397,1.4757452574525745,1.3060975609756096,0.865,1.163,6.8,1.834,1.954,0.313,13.573983739837397,1.4757452574525745,1.3060975609756096,0.48,2,50.05,0.911,72.0,180.0,24.41,3,Playmaker
Connor Zary,C,F,CAN,191.0,15.13219895287958,13.177661431064571,1.9545375218150087,0.0,0.81,0.976,6.456,1.495,2.076,0.415,13.177661431064571,1.9545375218150087,0.0,0.304,0,50.05,0.704,72.0,178.0,24.14,3,Playmaker
Conor Garland,RW,F,USA,315.0,16.313968253968252,13.771216931216932,2.044021164021164,0.4987301587301587,0.794,1.261,7.881,1.681,2.265,0.502,13.771216931216932,2.044021164021164,0.4987301587301587,0.483,6,52.69,0.681,70.0,165.0,23.67,3,Playmaker
David Perron,LW,F,CAN,266.0,15.23847117794486,12.566040100250628,2.6724310776942355,0.0,0.933,1.243,7.549,1.229,5.625,0.785,12.566040100250628,2.6724310776942355,0.0,0.598,0,48.69,0.608,72.0,202.0,27.39,3,Playmaker
Dawson Mercer,C,F,CAN,328.0,17.454166666666666,14.316666666666666,1.4750000000000003,1.6625,0.901,0.849,6.225,2.232,1.467,0.314,14.316666666666666,1.4750000000000003,1.6625,0.28,2,51.38,0.753,72.0,180.0,24.41,3,Playmaker
Dmitri Voronkov,LW,F,RUS,211.0,14.730884676145342,12.69660347551343,2.022748815165877,0.0115323854660347,1.12,1.062,7.837,2.355,5.0,0.541,12.69660347551343,2.022748815165877,0.0115323854660347,0.787,6,50.27,0.915,77.0,234.0,27.75,3,Playmaker
Easton Cowan,RW,F,CAN,66.0,14.7,13.15,1.55,0.0,0.68,1.113,5.69,1.979,4.453,0.371,13.15,1.55,0.0,0.682,1,44.82,0.504,72.0,190.0,25.77,3,Playmaker
Elias Lindholm,C,F,SWE,306.0,18.549291938997825,13.850708061002178,2.8588235294117648,1.8397603485838776,0.751,1.395,6.596,2.632,3.615,0.708,13.850708061002178,2.8588235294117648,1.8397603485838776,0.297,1,47.72,0.677,73.0,200.0,26.38,3,Playmaker
Emmitt Finnie,C,F,CAN,82.0,15.483333333333333,13.433333333333334,1.3833333333333333,0.6666666666666666,0.614,0.803,5.671,1.938,6.191,0.378,13.433333333333334,1.3833333333333333,0.6666666666666666,0.073,0,48.68,0.798,73.0,195.0,25.72,3,Playmaker
Evan Rodrigues,C,F,CAN,300.0,16.194111111111113,14.003111111111112,1.7546666666666662,0.4363333333333332,0.667,1.074,8.534,1.284,4.063,0.408,14.003111111111112,1.7546666666666662,0.4363333333333332,0.467,0,54.94,0.684,71.0,182.0,25.38,3,Playmaker
Frank Vatrano,LW,F,USA,294.0,16.533390022675736,13.41530612244898,1.9697278911564624,1.148356009070295,1.049,0.864,10.072,3.086,6.11,0.432,13.41530612244898,1.9697278911564624,1.148356009070295,0.922,3,45.76,0.855,71.0,203.0,28.31,3,Playmaker
Gabriel Landeskog,LW,F,SWE,60.0,16.383333333333333,13.85,2.5166666666666666,0.0166666666666666,0.855,1.282,8.057,1.953,5.249,0.305,13.85,2.5166666666666666,0.0166666666666666,0.783,1,56.42,0.972,73.0,215.0,28.36,3,Playmaker
Gustav Nyquist,RW,F,SWE,262.0,16.436323155216286,13.361641221374049,2.085178117048346,0.9895038167938932,0.641,1.338,5.852,1.63,2.076,0.46,13.361641221374049,2.085178117048346,0.9895038167938932,0.191,0,51.12,0.563,71.0,180.0,25.1,3,Playmaker
Ivan Barbashev,C,F,RUS,316.0,16.445991561181433,14.837341772151897,1.405379746835443,0.2032700421940928,0.935,1.397,5.68,1.847,6.962,0.219,14.837341772151897,1.405379746835443,0.2032700421940928,0.342,4,53.07,0.754,72.0,203.0,27.53,3,Playmaker
JJ Peterka,RW,F,DEU,318.0,16.025157232704398,13.971016771488468,2.0379979035639413,0.0161425576519915,1.083,1.236,8.042,0.742,1.071,0.412,13.971016771488468,2.0379979035639413,0.0161425576519915,0.365,0,49.51,0.71,72.0,189.0,25.63,3,Playmaker
Jack Quinn,RW,F,CAN,258.0,14.878811369509044,12.518733850129198,2.0122739018087854,0.3478036175710595,0.907,1.375,7.753,1.235,2.579,0.516,12.518733850129198,2.0122739018087854,0.3478036175710595,0.229,1,46.88,0.7,73.0,185.0,24.41,3,Playmaker
Jack Roslovic,C,F,USA,286.0,15.332517482517485,13.277505827505829,1.442074592074592,0.6129370629370628,0.862,1.19,7.115,1.738,1.779,0.287,13.277505827505829,1.442074592074592,0.6129370629370628,0.182,0,50.47,0.788,73.0,198.0,26.12,3,Playmaker
Jaden Schwartz,C,F,CAN,264.0,17.04962121212121,14.6135101010101,2.2109848484848484,0.2251262626262626,0.946,0.986,7.465,1.813,2.346,0.413,14.6135101010101,2.2109848484848484,0.2251262626262626,0.295,0,46.77,0.723,70.0,185.0,26.54,3,Playmaker
Jake DeBrusk,LW,F,CAN,307.0,16.749402823018457,13.300217155266012,2.5359934853420194,0.9131921824104235,1.132,0.968,8.915,1.785,4.131,0.782,13.300217155266012,2.5359934853420194,0.9131921824104235,0.208,0,49.12,0.795,73.0,198.0,26.12,3,Playmaker
Jake Neighbours,LW,F,CAN,271.0,15.102460024600248,13.02361623616236,1.90639606396064,0.1724477244772447,1.026,0.88,5.952,2.316,7.711,0.513,13.02361623616236,1.90639606396064,0.1724477244772447,0.531,8,46.43,0.728,72.0,201.0,27.26,3,Playmaker
James van Riemsdyk,LW,F,USA,275.0,13.151515151515152,11.32230303030303,1.829212121212121,0.0,0.896,1.327,7.382,1.427,1.626,0.481,11.32230303030303,1.829212121212121,0.0,0.309,1,50.31,0.858,75.0,210.0,26.25,3,Playmaker
Jesperi Kotkaniemi,C,F,FIN,281.0,13.51725978647687,12.153024911032029,1.2540332147093716,0.1102016607354685,0.695,1.074,6.54,1.58,4.581,0.221,12.153024911032029,1.2540332147093716,0.1102016607354685,0.512,2,53.45,0.721,75.0,212.0,26.5,3,Playmaker
Joel Farabee,LW,F,USA,327.0,16.24164118246687,13.685321100917433,1.6841997961264017,0.8721202854230378,0.768,0.949,7.004,2.226,3.175,0.181,13.685321100917433,1.6841997961264017,0.8721202854230378,0.428,8,51.24,0.784,72.0,186.0,25.22,3,Playmaker
Jonathan Drouin,LW,F,CAN,244.0,17.036475409836065,14.08674863387978,2.946789617486339,0.0029371584699453,0.52,1.588,4.879,1.443,1.472,0.664,14.08674863387978,2.946789617486339,0.0029371584699453,0.291,1,51.01,0.587,71.0,189.0,26.36,3,Playmaker
Jonathan Huberdeau,LW,F,CAN,291.0,17.95561282932417,14.56248568155785,2.8261168384879727,0.5670103092783505,0.746,1.481,5.799,1.814,2.354,0.735,14.56248568155785,2.8261168384879727,0.5670103092783505,0.55,2,50.43,0.619,73.0,200.0,26.38,3,Playmaker
Jordan Eberle,RW,F,CAN,282.0,17.31548463356974,14.7322695035461,2.564420803782506,0.0187943262411347,0.885,1.425,7.115,1.425,1.745,0.59,14.7322695035461,2.564420803782506,0.0187943262411347,0.33,1,50.28,0.708,71.0,180.0,25.1,3,Playmaker
Juraj Slafkovsky,LW,F,SVK,282.0,17.12996453900709,14.271513002364069,2.8536052009456268,0.0048463356973995,0.894,1.391,6.297,2.919,6.26,0.671,14.271513002364069,2.8536052009456268,0.0048463356973995,0.656,4,49.12,0.701,75.0,225.0,28.12,3,Playmaker
Kaapo Kakko,RW,F,FIN,287.0,14.700522648083624,13.331939605110335,1.244773519163763,0.1238095238095238,0.825,1.209,5.845,1.209,2.133,0.284,13.331939605110335,1.244773519163763,0.1238095238095238,0.293,0,48.09,0.555,73.0,215.0,28.36,3,Playmaker
Kent Johnson,C,F,CAN,265.0,14.683710691823896,12.569685534591194,1.9809433962264156,0.1330817610062892,0.817,1.264,6.553,1.742,0.663,0.447,12.569685534591194,1.9809433962264156,0.1330817610062892,0.226,0,48.97,0.581,72.0,170.0,23.05,3,Playmaker
Kevin Hayes,RW,F,USA,252.0,14.600859788359788,12.516732804232804,1.899140211640212,0.1849867724867724,0.783,1.076,8.235,0.978,2.903,0.457,12.516732804232804,1.899140211640212,0.1849867724867724,0.202,1,48.72,0.713,75.0,217.0,27.12,3,Playmaker
Kyle Palmieri,RW,F,USA,244.0,17.770286885245902,14.386680327868854,2.6063524590163936,0.7772540983606558,1.052,1.066,8.026,1.605,3.293,0.54,14.386680327868854,2.6063524590163936,0.7772540983606558,0.32,0,50.35,0.799,72.0,192.0,26.04,3,Playmaker
Leo Carlsson,C,F,SWE,201.0,17.732835820895524,14.472802653399668,2.736152570480929,0.5238805970149254,1.027,1.347,7.003,1.515,1.111,0.572,14.472802653399668,2.736152570480929,0.5238805970149254,0.313,1,50.52,0.71,75.0,208.0,26.0,3,Playmaker
Logan Cooley,C,F,USA,211.0,16.90608214849921,13.952448657187992,2.2701421800947865,0.6834913112164297,1.161,1.396,6.913,1.447,2.809,0.723,13.952448657187992,2.2701421800947865,0.6834913112164297,0.436,0,49.28,0.704,72.0,191.0,25.9,3,Playmaker
Logan Stankoven,C,F,CAN,183.0,15.17431693989071,13.540163934426229,1.6193989071038253,0.0147540983606557,0.886,1.188,8.88,1.426,2.55,0.411,13.540163934426229,1.6193989071038253,0.0147540983606557,0.257,1,56.48,0.98,68.0,165.0,25.09,3,Playmaker
Luke Evangelista,RW,F,CAN,253.0,15.012911725955204,13.00072463768116,2.012187088274045,0.0,0.711,1.532,8.467,0.995,1.39,0.537,13.00072463768116,2.012187088274045,0.0,0.292,0,54.81,0.728,72.0,183.0,24.82,3,Playmaker
Marco Rossi,C,F,AUT,233.0,17.05221745350501,14.709871244635195,2.1816881258941345,0.1606580829756795,0.861,1.193,5.769,1.767,2.265,0.544,14.709871244635195,2.1816881258941345,0.1606580829756795,0.391,1,51.13,0.703,69.0,182.0,26.87,3,Playmaker
Marcus Johansson,C,F,SWE,305.0,16.023060109289617,13.74032786885246,1.81775956284153,0.4649726775956284,0.688,1.265,5.844,1.191,1.878,0.479,13.74032786885246,1.81775956284153,0.4649726775956284,0.177,0,51.36,0.489,73.0,203.0,26.78,3,Playmaker
Mason McTavish,C,F,CAN,295.0,15.91898305084746,13.53768361581921,2.3438418079096044,0.037457627118644,0.958,1.316,7.883,1.712,3.667,0.575,13.53768361581921,2.3438418079096044,0.037457627118644,0.712,0,48.33,0.859,73.0,219.0,28.89,3,Playmaker
Matias Maccelli,LW,F,FIN,272.0,15.139399509803924,13.300551470588236,1.7531862745098037,0.0856617647058823,0.729,1.646,5.624,0.976,1.151,0.525,13.300551470588236,1.7531862745098037,0.0856617647058823,0.184,0,50.56,0.618,71.0,187.0,26.08,3,Playmaker
